price,bedrooms,bathrooms,living_square,total_square,floors,view,condition,yr_built,yr_renovated
64286400.0,4,2.5,30430.107526881722,53763.44086021505,2.0,0,3,19,19
21247200.0,4,2.5,24193.548387096773,48333.333333333336,2.0,0,3,6,6
21864640.0,3,2.5,26021.505376344085,51075.2688172043,2.0,0,3,12,12
69080640.0,5,3.25,34946.23655913978,154215.05376344087,2.0,4,4,46,46
31235200.0,4,3.0,19892.47311827957,107268.81720430107,2.0,0,3,24,24
47216000.0,3,2.25,23118.279569892475,228333.33333333334,1.0,3,4,55,55
20992960.0,3,1.75,13548.387096774193,90322.58064516129,1.0,0,3,60,60
36683200.0,3,1.75,27086.021505376346,93440.86021505376,2.0,0,5,41,41
39879360.0,3,1.75,16559.139784946237,11225.806451612903,3.0,0,3,0,0
30872000.0,3,2.25,17849.462365591397,64516.12903225807,1.0,0,3,35,35
23072280.0,3,2.75,29784.94623655914,40956.98924731183,1.5,0,5,89,89
70824000.0,4,2.5,29247.31182795699,118806.45161290323,2.0,0,3,25,25
20847680.0,4,2.5,24086.021505376346,49978.49462365591,2.0,0,3,9,9
14818560.0,3,1.0,10752.68817204301,129784.94623655915,1.0,0,4,46,46
96248000.0,5,2.25,34408.602150537634,216752.688172043,1.0,0,3,49,49
75545600.0,5,3.25,51290.32258064516,538645.1612903225,1.0,0,4,41,41
23608000.0,3,2.0,13548.387096774193,60344.086021505376,1.0,0,4,43,43
41477440.0,4,2.0,29569.89247311828,83946.23655913978,1.5,0,5,98,98
26150400.0,4,2.5,25591.397849462366,53763.44086021505,2.0,0,3,9,9
25351360.0,3,1.75,19247.31182795699,543322.5806451613,1.0,0,5,50,50
60472800.0,4,4.0,36881.720430107525,377440.8602150538,2.0,0,4,28,28
27603200.0,4,1.75,18924.7311827957,78494.62365591398,1.0,0,3,58,58
34867200.0,3,1.0,11182.79569892473,54408.602150537634,1.0,0,3,74,74
29782400.0,3,1.0,15161.290322580646,54408.602150537634,1.0,0,4,58,58
52300800.0,4,2.5,37096.77419354839,426698.9247311828,2.0,0,3,13,13
28329600.0,3,2.5,25268.817204301075,54838.709677419356,2.0,0,3,11,11
26150400.0,4,2.5,20430.107526881722,63322.58064516129,2.0,0,3,22,22
25787200.0,2,1.0,21720.43010752688,72258.06451612903,1.0,0,3,66,66
25859840.0,3,1.5,18064.516129032258,93677.41935483871,1.0,0,3,51,51
22881600.0,3,1.0,10322.58064516129,71333.33333333333,1.0,0,3,62,62
68281600.0,3,1.5,23010.752688172044,38709.67741935484,2.0,0,3,89,89
22155200.0,5,2.25,28602.15053763441,90322.58064516129,1.5,0,5,53,53
33487040.0,3,3.25,29784.94623655914,67505.37634408602,2.0,0,3,8,8
15617600.0,2,2.25,17311.827956989247,21935.483870967742,2.0,0,4,35,35
24334400.0,2,1.75,11075.268817204302,11462.36559139785,2.0,0,3,8,8
17687840.0,4,2.5,21290.322580645163,79602.15053763441,2.0,0,3,26,26
79895283.2,5,2.75,37849.4623655914,68311.82795698925,2.0,0,4,14,14
11113920.0,3,1.0,12903.225806451614,112903.22580645162,1.0,0,3,53,53
31235200.0,3,1.5,16989.247311827956,53763.44086021505,1.0,0,3,75,75
50848000.0,3,1.5,16989.247311827956,53763.44086021505,1.0,0,3,75,75
65739200.0,4,2.5,35483.87096774194,110215.05376344085,1.0,0,3,68,23
17978400.0,3,1.75,21075.2688172043,168612.90322580645,1.0,0,3,48,48
14455360.0,4,1.5,12473.118279569893,68817.20430107527,1.0,0,4,39,39
22808960.0,3,1.75,19462.36559139785,449462.36559139786,1.0,0,5,34,34
31780000.0,3,2.5,24946.236559139787,396204.3010752688,2.0,2,3,22,22
61804291.2,3,2.5,22258.064516129034,142376.3440860215,1.5,0,5,104,104
40315200.0,3,2.0,21290.322580645163,37397.84946236559,1.5,0,4,85,85
50844368.0,3,2.25,23548.387096774193,1156913.9784946237,2.0,0,4,31,31
79032320.0,3,2.5,31397.849462365593,87236.55913978495,2.0,0,3,64,4
21065600.0,3,1.0,13010.752688172042,364720.4301075269,1.0,0,3,60,60
27240000.0,3,2.5,25161.290322580644,107580.64516129032,1.0,0,4,37,37
33414400.0,3,1.0,17956.989247311827,43064.51612903226,1.5,0,4,75,75
13692640.0,2,1.75,13333.333333333334,26806.451612903227,1.0,0,4,29,29
49395200.0,4,2.5,33763.44086021505,301473.1182795699,2.0,0,4,24,24
34140800.0,5,1.75,21827.956989247312,132709.67741935485,2.0,0,4,72,72
43420560.0,4,2.5,24838.709677419356,103483.87096774194,2.0,0,3,30,30
41404800.0,3,1.75,13548.387096774193,35784.94623655914,1.0,0,5,110,110
19794400.0,3,1.75,16559.139784946237,135483.87096774194,1.0,0,4,34,34
23967568.0,3,1.75,22365.59139784946,64182.79569892473,1.0,2,3,43,43
34867200.0,4,2.5,34731.18279569892,173881.72043010753,2.0,3,3,13,13
53789920.0,3,3.5,47096.77419354839,68279.56989247313,2.0,0,3,114,15
37663840.0,3,3.5,17096.774193548386,11849.462365591398,3.0,0,3,4,4
14922072.0,2,1.0,9462.36559139785,72903.2258064516,1.0,0,4,69,69
12479552.0,4,2.0,16881.720430107525,103225.80645161291,1.0,0,3,65,65
38862400.0,4,1.0,17311.827956989247,32064.516129032258,1.5,0,4,90,90
47942400.0,3,2.5,25806.451612903227,69612.90322580645,1.0,2,3,51,51
28438560.0,3,2.0,15591.397849462366,98193.54838709677,1.0,0,3,27,27
28692800.0,2,1.0,8279.569892473119,64516.12903225807,1.0,0,3,62,62
32324800.0,4,1.75,22580.645161290322,47311.82795698925,1.5,0,5,90,90
55932800.0,3,2.25,31290.322580645163,109720.43010752689,2.0,0,3,24,24
105328000.0,4,2.75,29569.89247311828,191279.5698924731,1.5,0,3,101,23
32324800.0,3,2.25,22580.645161290322,88182.79569892473,1.0,2,3,47,47
18886400.0,4,2.25,23225.8064516129,94741.93548387097,1.0,0,3,36,36
59746400.0,5,3.5,24946.236559139787,53333.333333333336,2.0,0,5,88,88
31235200.0,4,2.5,22258.064516129034,46344.086021505376,2.0,0,3,11,11
15399680.0,3,1.75,11397.849462365592,84677.41935483871,1.0,0,4,29,29
47978720.0,4,2.25,21612.90322580645,103258.06451612903,1.0,0,3,29,29
56949760.0,3,3.5,42473.11827956989,1194387.0967741935,1.5,0,3,25,25
32923789.44,3,2.5,21612.90322580645,24591.397849462366,2.0,0,3,0,0
49032000.0,4,3.5,23010.752688172044,24494.62365591398,3.0,0,3,10,10
14455360.0,3,1.75,14193.548387096775,186989.24731182796,1.0,0,4,58,58
15980800.0,4,1.75,21720.43010752688,84301.0752688172,1.0,0,3,46,46
32833280.0,4,2.25,27849.462365591397,107548.3870967742,1.0,0,4,46,46
27784800.0,2,1.0,12795.698924731183,47741.93548387097,1.0,0,3,33,33
37769168.0,3,2.25,12580.645161290322,13430.10752688172,3.0,0,3,0,0
48305600.0,2,1.0,11935.483870967742,34408.602150537634,1.0,0,3,89,89
38332128.0,5,2.5,30322.58064516129,100806.45161290323,1.0,0,4,46,46
14891200.0,3,1.0,17311.827956989247,92247.31182795699,1.0,0,4,53,53
30508800.0,3,1.0,11397.849462365592,87064.51612903226,1.0,0,4,92,92
36320000.0,4,2.25,21827.956989247312,91580.64516129032,1.0,0,4,54,54
66937760.0,4,2.5,39462.36559139785,3391118.2795698927,2.0,0,4,20,20
64649600.0,4,1.0,27419.354838709678,43010.75268817204,2.0,0,3,109,109
31235200.0,2,2.5,26021.505376344085,655741.935483871,2.0,0,3,7,7
18741120.0,5,2.0,24301.075268817203,134408.60215053763,1.0,0,4,54,54
37119040.0,3,1.0,15376.344086021505,37150.5376344086,1.0,0,3,67,67
38656828.8,3,2.0,14623.655913978495,33225.8064516129,2.0,0,3,24,24
40678400.0,3,1.0,11935.483870967742,53763.44086021505,1.5,0,3,68,68
20553488.0,3,1.0,13440.860215053763,88172.04301075269,1.0,0,4,61,61
25424000.0,1,1.0,7526.881720430108,54838.709677419356,1.0,0,3,72,72
15617600.0,3,1.0,12688.172043010753,82462.36559139784,1.0,0,4,47,47
47216000.0,5,3.5,42580.645161290326,271451.6129032258,2.0,0,3,18,18
23244800.0,4,2.75,28387.09677419355,80645.16129032258,1.0,0,3,47,47
17942080.0,3,2.0,13655.913978494624,77397.84946236559,1.5,0,3,98,1
23244800.0,4,1.75,18924.7311827957,120215.05376344087,1.0,0,4,46,46
18523200.0,5,2.25,22150.537634408603,92817.20430107527,1.0,0,3,52,52
31816320.0,3,1.75,19139.78494623656,103870.96774193548,1.0,0,3,53,53
65376000.0,3,2.5,36559.13978494624,178526.8817204301,2.0,0,3,15,15
32034240.0,3,2.75,20537.63440860215,78279.56989247313,1.0,0,3,35,35
30508800.0,3,2.0,21720.43010752688,412172.0430107527,1.0,0,4,39,39
26876800.0,3,1.75,16989.247311827956,75268.81720430107,1.0,0,3,38,38
19609168.0,2,1.75,14408.602150537634,77956.98924731182,1.0,0,5,66,66
58627744.0,4,2.5,28817.204301075268,48376.344086021505,2.0,0,3,16,16
47433920.0,3,2.5,28817.204301075268,104838.70967741935,1.0,0,4,35,35
26985760.0,3,2.0,14731.182795698925,89634.40860215054,1.0,0,5,50,50
20629760.0,3,1.75,16774.1935483871,225806.45161290324,1.0,0,3,61,61
19758080.0,3,1.75,23225.8064516129,76774.19354838709,1.0,0,4,37,37
22736320.0,3,1.5,14408.602150537634,85075.2688172043,1.5,0,3,59,59
66647200.0,4,2.5,41720.43010752688,376376.34408602153,2.0,0,3,31,31
48886720.0,4,2.25,27849.462365591397,88064.51612903226,2.0,0,4,34,34
30872000.0,3,2.5,12043.010752688173,11827.956989247312,2.0,0,3,7,7
29052368.0,5,2.75,21182.795698924732,58064.51612903226,1.0,0,3,28,28
27966400.0,3,1.0,13118.279569892473,51612.903225806454,1.0,0,3,113,113
19609168.0,3,1.5,20967.74193548387,81290.32258064517,1.0,2,4,39,39
23971200.0,2,1.0,14516.129032258064,88387.09677419355,1.0,0,3,66,66
18886400.0,3,2.5,17956.989247311827,62333.333333333336,2.0,0,3,26,26
34140800.0,4,3.0,25591.397849462366,55107.52688172043,1.5,0,4,90,90
42784960.0,4,3.0,26236.559139784946,103225.80645161291,2.0,0,5,53,53
11876640.0,2,1.5,11290.322580645161,36763.44086021505,2.0,0,3,18,18
60654400.0,4,2.75,33655.913978494624,144215.05376344087,2.0,0,3,21,21
79540800.0,5,3.0,43978.49462365591,138172.04301075268,1.0,2,4,28,28
19540160.0,4,1.75,16021.505376344086,107526.8817204301,1.0,0,4,46,46
40678400.0,3,2.5,20430.107526881722,94021.50537634408,2.0,0,3,27,27
44673600.0,4,1.0,14301.075268817205,25806.451612903227,1.5,0,4,114,114
42508056.32,3,2.25,23978.494623655915,107806.45161290323,1.0,0,3,39,39
22155200.0,3,1.75,17741.93548387097,101935.48387096774,1.0,0,3,37,37
12127248.0,3,1.0,12795.698924731183,94838.70967741935,1.0,0,3,55,55
58039360.0,3,2.5,23010.752688172044,106419.35483870968,1.0,0,4,55,55
29056000.0,3,2.5,23440.860215053763,80731.18279569893,1.0,0,4,52,52
16707200.0,3,1.0,11397.849462365592,109978.49462365592,1.0,0,3,66,66
18659981.12,3,2.5,18172.043010752688,54032.25806451613,2.0,0,3,11,11
30726720.0,4,2.0,21182.795698924732,69677.41935483871,1.5,0,5,94,94
33777600.0,3,2.5,23118.279569892475,43913.978494623654,2.0,0,3,7,7
31961600.0,3,2.5,20537.63440860215,711946.2365591398,2.0,0,3,18,18
27966400.0,3,1.75,14516.129032258064,1667451.612903226,1.0,0,4,45,45
15254400.0,3,1.0,9247.31182795699,126075.2688172043,1.0,0,4,72,72
21574080.0,3,2.5,20860.21505376344,160774.1935483871,2.0,0,3,20,20
34140800.0,3,1.0,10860.21505376344,53763.44086021505,1.0,0,3,62,62
16452960.0,3,1.5,13978.494623655914,79247.31182795699,1.0,0,4,38,38
19921520.0,3,1.0,9784.94623655914,90860.21505376344,1.0,0,4,53,53
61017600.0,4,1.75,26666.666666666668,118387.09677419355,1.0,0,4,48,48
49242656.0,3,2.5,26236.559139784946,49322.58064516129,2.0,0,3,4,4
30872000.0,3,1.0,10860.21505376344,63053.76344086022,1.0,0,3,100,100
13093360.0,2,0.75,9677.41935483871,103225.80645161291,1.0,0,3,73,73
33704960.0,6,3.0,24731.182795698925,36602.15053763441,2.0,0,3,94,20
23244800.0,4,2.25,16666.666666666668,81494.62365591398,2.0,0,3,22,22
45436610.56,3,2.25,13655.913978494624,16838.709677419356,2.0,0,3,0,0
43039200.0,4,2.5,24086.021505376346,129376.3440860215,1.0,0,3,31,31
33777600.0,3,2.5,29182.795698924732,192860.21505376344,2.0,0,3,10,10
34649280.0,4,2.75,18494.62365591398,67419.35483870968,2.0,0,3,36,36
20339200.0,2,1.0,9139.78494623656,176344.08602150538,1.0,0,3,92,92
109323200.0,5,3.0,35483.87096774194,359935.48387096776,1.0,3,3,58,24
32385672.32,3,2.5,24193.548387096773,61204.30107526882,2.0,0,3,14,14
77870080.0,2,2.25,41935.48387096774,159827.95698924732,1.0,3,3,67,67
33922880.0,2,1.5,14193.548387096775,116129.03225806452,1.0,0,4,67,67
49831040.0,4,2.5,29677.41935483871,69247.31182795699,2.0,0,3,15,15
20335568.0,3,2.0,18817.204301075268,104838.70967741935,1.0,0,3,53,53
38281280.0,4,2.25,25053.763440860213,208989.24731182796,2.0,0,3,27,27
23608000.0,3,2.25,23870.967741935485,172258.06451612903,1.0,0,4,48,48
23825920.0,3,2.25,21720.43010752688,90096.7741935484,2.0,0,3,20,20
28329600.0,3,2.25,13440.860215053763,80645.16129032258,1.0,0,5,72,72
34863568.0,2,2.0,16236.559139784946,70064.51612903226,1.0,0,3,10,10
19245968.0,4,2.25,18494.62365591398,104870.96774193548,1.0,0,4,36,36
17070400.0,3,1.0,15376.344086021505,163935.48387096776,1.0,0,4,54,54
37518560.0,3,2.5,15913.978494623656,50849.4623655914,2.0,0,3,11,11
47579200.0,2,1.75,15591.397849462366,169870.96774193548,2.0,4,3,100,37
36320000.0,4,2.75,24516.129032258064,165021.50537634408,1.0,0,5,54,54
22881600.0,6,2.75,31612.90322580645,79032.25806451614,1.0,0,3,36,36
15472320.0,2,1.0,10752.68817204301,109677.41935483871,1.0,0,3,53,53
34504000.0,3,1.5,26666.666666666668,56774.1935483871,1.5,0,5,67,67
74456000.0,5,4.0,40430.10752688172,301505.376344086,2.0,0,3,31,31
30218240.0,3,2.0,23870.967741935485,1013978.4946236559,1.0,0,5,39,39
29782400.0,4,1.0,21182.795698924732,50967.74193548387,1.5,0,3,111,10
58112000.0,3,3.5,41182.79569892473,2379397.8494623657,2.0,0,3,21,21
34286080.0,6,2.5,47419.354838709674,150903.2258064516,1.0,2,4,49,49
16344000.0,3,1.75,15376.344086021505,91451.6129032258,1.0,0,4,46,46
15254400.0,2,1.0,8924.731182795698,64516.12903225807,1.0,0,3,74,74
33051200.0,2,1.0,15376.344086021505,53763.44086021505,1.5,0,2,90,90
16344000.0,3,1.0,13978.494623655914,89419.35483870968,1.0,0,4,61,61
34867200.0,2,1.0,11075.268817204302,32903.22580645161,1.0,2,4,96,96
26368320.0,3,2.5,29462.36559139785,127655.91397849463,2.0,0,3,25,25
13147840.0,2,1.5,7741.935483870968,55053.76344086022,1.0,0,3,61,61
18160000.0,4,2.0,21612.90322580645,78623.6559139785,1.0,0,4,39,39
34939840.0,3,1.75,16774.1935483871,32258.064516129034,1.0,0,4,97,97
18886400.0,3,2.0,19462.36559139785,77516.12903225806,1.0,0,4,36,36
33051200.0,4,2.5,36129.032258064515,82634.40860215054,2.0,0,3,13,13
30145600.0,3,2.25,16236.559139784946,389505.376344086,2.0,0,3,24,24
25387680.0,3,1.0,15053.763440860215,38043.01075268817,1.0,0,3,62,62
17796800.0,3,2.5,18602.15053763441,80021.50537634408,2.0,0,3,27,27
43039200.0,2,2.0,15268.817204301075,98827.95698924731,1.5,2,5,86,86
27966400.0,4,1.75,25376.344086021505,81935.48387096774,1.0,0,4,59,59
22881600.0,3,1.75,16989.247311827956,123172.04301075269,1.0,0,4,41,41
18523200.0,3,1.0,13225.806451612903,109354.83870967742,1.0,0,3,35,35
50339520.0,4,2.5,26451.612903225807,47580.645161290326,2.0,0,3,8,8
56659200.0,3,1.0,17849.462365591397,47311.82795698925,1.5,0,3,103,103
17215680.0,3,1.75,13655.913978494624,91075.2688172043,1.0,0,4,54,54
38136000.0,3,2.25,22580.645161290322,435591.39784946234,2.0,0,3,35,35
30872000.0,2,1.0,8279.569892473119,54193.54838709677,1.0,0,3,85,85
26869536.0,1,0.75,8172.043010752688,108376.3440860215,1.0,4,5,78,78
21065600.0,4,2.5,18279.56989247312,78279.56989247313,2.0,0,4,26,26
20702400.0,3,1.0,12043.010752688173,115064.51612903226,1.0,0,3,60,60
30145600.0,2,1.0,11505.376344086022,48387.096774193546,1.0,0,3,77,77
19794400.0,3,2.5,22258.064516129034,106451.6129032258,1.0,0,3,36,36
99153600.0,4,4.75,57096.77419354839,616623.6559139785,2.0,0,4,25,25
31671040.0,2,1.0,11182.79569892473,81053.76344086022,1.0,0,4,76,76
15254400.0,3,1.0,18279.56989247312,122473.1182795699,1.0,0,4,47,47
17143040.0,3,1.0,13978.494623655914,63419.354838709674,1.0,0,3,53,53
24043840.0,3,1.75,11612.90322580645,14043.010752688173,1.0,0,3,60,11
26513600.0,3,2.5,28526.88172043011,48494.62365591398,2.0,0,3,9,9
32688000.0,3,2.0,24623.655913978495,174817.20430107528,1.0,0,5,55,55
55932800.0,4,2.75,41075.2688172043,282795.6989247312,2.0,0,3,0,0
33051200.0,4,2.5,23763.440860215054,530913.9784946237,1.0,0,3,18,18
29419200.0,3,1.75,25698.924731182797,64516.12903225807,1.0,0,3,107,107
22147936.0,4,1.75,27956.989247311827,121774.19354838709,1.0,0,4,45,45
12348800.0,2,1.0,9247.31182795699,56612.903225806454,1.0,0,3,84,84
56659200.0,4,2.5,37634.408602150535,75784.94623655915,2.0,0,3,9,9
23971200.0,3,3.0,26021.505376344085,150096.7741935484,1.0,0,4,27,27
26876800.0,4,2.5,29247.31182795699,93182.79569892473,2.0,0,3,22,22
33922880.0,5,2.25,26881.720430107525,145161.29032258064,1.0,0,3,35,35
29419200.0,3,1.75,17956.989247311827,72258.06451612903,1.0,0,3,35,35
49032000.0,5,2.25,31182.795698924732,110752.68817204301,1.0,0,3,29,29
36320000.0,2,1.0,17634.40860215054,151612.90322580645,1.0,0,4,60,60
28329527.36,4,2.5,20322.58064516129,169569.8924731183,2.0,0,4,46,46
45763200.0,4,1.75,31720.43010752688,97043.01075268818,1.0,2,4,40,40
26150400.0,4,2.5,23225.8064516129,102451.6129032258,2.0,0,3,22,22
42131200.0,4,3.0,35268.81720430108,118924.7311827957,2.0,0,3,28,28
39952000.0,3,2.0,21182.795698924732,44795.69892473119,2.0,3,5,85,85
63850560.0,4,2.5,36129.032258064515,237752.688172043,2.0,0,3,20,20
19249600.0,3,2.0,14193.548387096775,96333.33333333333,1.0,0,3,21,21
32433760.0,3,2.5,28494.62365591398,78344.08602150538,2.0,0,3,25,25
29346560.0,3,1.5,21827.956989247312,95483.87096774194,1.0,0,3,51,51
19431200.0,3,1.75,17096.774193548386,128107.52688172043,1.0,2,3,57,57
24334400.0,3,2.5,26236.559139784946,82064.51612903226,2.0,0,3,16,16
41840640.0,3,2.5,20860.21505376344,96774.19354838709,1.0,0,4,66,66
15155101.120000001,3,2.5,21935.483870967742,40967.74193548387,2.0,0,3,9,9
22881600.0,3,2.25,23655.913978494624,94086.02150537634,1.0,0,4,51,51
52664000.0,3,1.75,20645.16129032258,35483.87096774194,1.0,0,4,102,102
39952000.0,4,2.75,19354.83870967742,83333.33333333333,1.0,0,4,50,50
44364880.0,4,2.25,23440.860215053763,78462.36559139784,2.0,0,3,30,30
40002848.0,2,1.0,10860.21505376344,53763.44086021505,1.5,0,4,107,107
48305600.0,4,2.75,35698.92473118279,113698.9247311828,2.0,0,5,55,55
60581760.0,4,2.5,25483.870967741936,43010.75268817204,1.5,2,5,87,87
14600640.0,5,1.75,17849.462365591397,843096.7741935484,1.5,0,3,99,99
100533760.0,4,3.25,46129.032258064515,130139.78494623656,1.0,3,3,17,17
101696000.0,4,3.25,46129.032258064515,130139.78494623656,1.0,3,3,17,17
22155200.0,4,2.25,20967.74193548387,82795.69892473119,1.0,0,3,35,35
35375680.0,3,2.0,27849.462365591397,151096.7741935484,1.0,0,5,67,67
28329600.0,3,2.5,20752.68817204301,697892.4731182796,1.0,0,4,27,27
39806720.0,2,1.0,15806.451612903225,41548.3870967742,1.0,0,4,98,98
19522000.0,4,1.0,8602.150537634408,94354.83870967742,1.0,0,3,71,71
59557536.0,5,2.75,33870.967741935485,76548.3870967742,2.0,0,3,1,1
37772800.0,3,2.25,21827.956989247312,174193.5483870968,2.0,0,3,30,30
16707200.0,3,2.0,15591.397849462366,120473.1182795699,1.0,0,3,11,11
17433600.0,3,1.75,16236.559139784946,110193.54838709677,1.0,0,3,46,46
16852480.0,2,1.0,13333.333333333334,130021.50537634408,1.0,0,3,92,30
17469920.0,2,1.0,13333.333333333334,130021.50537634408,1.0,0,3,93,31
19974184.0,3,2.5,32580.645161290322,483913.9784946237,2.0,0,3,27,27
53753600.0,4,2.0,22043.010752688173,47311.82795698925,1.5,0,4,92,92
13538280.0,3,1.0,10752.68817204301,82107.52688172043,1.0,0,2,63,63
57385600.0,3,2.25,25483.870967741936,110634.40860215054,1.0,0,4,37,37
63923200.0,4,3.5,30107.52688172043,72580.64516129032,2.0,0,3,63,12
20266560.0,6,1.75,24086.021505376346,120215.05376344087,2.0,0,4,60,60
21428800.0,3,2.0,19462.36559139785,113225.80645161291,1.0,2,3,23,23
46489600.0,2,1.0,11505.376344086022,53763.44086021505,1.0,0,3,91,91
68281600.0,4,2.0,26774.1935483871,102419.35483870968,2.0,0,5,46,46
18886400.0,4,2.5,21075.2688172043,56322.58064516129,2.0,0,3,11,11
40671136.0,3,2.75,31505.37634408602,59881.720430107525,1.0,0,3,10,10
57494560.0,4,2.0,16236.559139784946,37634.408602150535,1.5,0,5,103,103
19249600.0,3,1.75,15268.817204301075,88709.67741935483,1.0,0,3,60,60
17796800.0,3,1.75,18709.677419354837,124161.29032258065,1.0,0,3,61,61
35230400.0,4,1.75,27526.88172043011,473064.51612903224,2.0,0,4,53,53
49685760.0,4,3.5,32688.172043010753,90473.1182795699,2.0,0,3,4,4
30872000.0,3,1.75,26881.720430107525,73548.3870967742,1.0,0,3,57,57
22489344.0,4,1.75,13709.677419354839,215053.7634408602,1.0,0,4,23,23
40115440.0,4,2.5,27741.93548387097,62612.903225806454,2.0,0,3,12,12
11985600.0,4,1.0,10752.68817204301,76709.67741935483,1.0,0,3,71,71
17426336.0,4,1.0,10752.68817204301,76709.67741935483,1.0,0,3,71,71
23244800.0,2,1.0,11505.376344086022,350892.4731182796,1.0,0,4,84,84
15007424.0,3,2.0,14946.236559139785,144774.1935483871,1.0,0,4,27,27
28111680.0,4,1.75,26881.720430107525,82688.17204301075,1.0,0,3,42,42
21719360.0,1,0.75,6021.5053763440865,130322.58064516129,1.0,0,3,47,47
62107200.0,4,2.75,24408.602150537634,112473.1182795699,2.0,0,3,49,49
22881600.0,3,1.0,20430.107526881722,154838.70967741936,1.0,0,4,61,61
31780000.0,2,1.0,10645.161290322581,33548.3870967742,1.0,2,5,107,107
